concept_index,unique_id,concept,category_bottom_up,category_wordnet,category_manual,Percent_known,Concreteness (M),COCA word freq,SUBTLEX freq,categories_53,image-label_nameability_mean,image-label_consistency_mean,image-label_ratings-per-image_mean,property_manmade_mean,property_precious_mean,property_lives_mean,property_heavy_mean,property_natural_mean,property_moves_mean,property_grasp_mean,property_hold_mean,property_be-moved_mean,property_pleasant_mean,property_arousal_mean,property_arousal_work-time_mean
115,beetle,beetle,insect,"animal, insect","animal, insect",1.0,4.83,2684.0,105.0,animal|insect,0.65543745,0.662844857,18.06666667,1.1026,3.3846,6.8462,1.4872,6.5385,6.6667,5.4103,5.641,5.7949,3.3333,5.06122449,8797.591837
116,bell,bell,musical instrument,,musical instrument,1.0,4.96,12421.0,2006.0,musical instrument,1.0,1.0,18.35294118,6.7838,3.7568,1.3243,4.3784,1.7568,4.8919,5.1892,5.1622,5.1622,5.2432,4.239130435,5056.934783
117,bell_pepper,bell pepper,vegetable,vegetable,"food, vegetable",1.0,4.97,,0.0,food|vegetable,0.446892968,0.551153619,18.07142857,1.7778,3.8333,5.0556,1.6667,6.6111,2.1944,6.5,6.75,6.7222,5.7222,3.387755102,9981.44898
118,belt,belt,clothing accessory,clothing,"clothing, clothing accessory",1.0,4.9,13826.0,1242.0,clothing|clothing accessory,0.953305138,0.953305138,17.78571429,6.7368,3.1316,1.2105,1.9737,2.5263,1.9737,6.3947,6.6316,6.6053,4.6316,4.020833333,7433.6875
119,belt_buckle,belt buckle,clothing accessory,,clothing accessory,1.0,4.92,,0.0,clothing accessory|fastener,0.590548423,0.665033944,18.29411765,6.8108,3.6216,1.0541,2.8378,1.6757,2.0,6.4324,6.5405,6.2973,4.5676,4.093023256,5412.209302
120,bench,bench,furniture,furniture,furniture,1.0,4.87,11666.0,493.0,furniture,0.989332054,0.989332054,18.5,6.7778,3.9167,1.3611,6.0278,2.9722,1.7778,4.3333,3.0278,2.8333,5.3611,3.70212766,5309.0
121,berry,berry,fruit,fruit,"food, fruit",1.0,4.93,3631.0,178.0,food|fruit,0.93287037,0.93287037,17.5,1.4167,4.6389,5.2778,1.3611,6.8333,1.9722,6.6389,6.7778,6.75,6.3611,3.685185185,13273.22222
122,bib,bib,,,,1.0,4.79,336.0,25.0,,0.958492145,0.958492145,18.13333333,6.6389,3.8333,1.1944,1.2778,2.0556,2.1667,6.5278,6.6111,6.5833,4.6944,3.641509434,7465.396226000001
123,bike,bike,vehicle,"container, vehicle",vehicle,1.0,5.0,17306.0,1320.0,vehicle,0.389905176,0.626192399,17.34782609,6.8947,3.7632,1.3684,4.4211,1.7895,5.8158,5.5,4.9474,6.2632,5.7105,3.931818182,5422.886364
124,bikini,bikini,,clothing,clothing,1.0,4.96,1516.0,188.0,clothing|women's clothing,0.71839382,0.714227153,18.16666667,6.3889,3.75,1.3056,1.3333,1.6667,2.4444,6.5556,6.6389,6.5556,5.5833,4.416666667,5939.5625
125,bin,bin,container,container,container,1.0,4.72,,274.0,container,0.380560777,0.384529031,18.21428571,6.8611,2.3611,1.1944,3.4444,1.3333,1.6667,5.1111,5.2222,5.5,4.4722,4.1,5418.82
126,binder,binder,office supply,,office supply,1.0,4.89,973.0,39.0,office supply|school supply,0.781990669,0.784183652,17.95833333,6.6944,2.8333,1.3056,2.4167,1.8889,2.3333,6.1667,6.4444,6.5,4.5556,3.804347826,9922.913043
127,binoculars,binoculars,,,,1.0,5.0,2532.0,80.0,,0.975,0.975,18.41666667,6.8649,3.8378,1.2432,3.0541,1.4054,2.1892,6.1892,6.3784,6.3784,5.0811,4.043478261000001,5348.565217
128,bird,bird,animal,animal,"animal, bird",1.0,5.0,34835.0,2318.0,animal|bird,0.89439864,0.89439864,17.7826087,1.3429,5.6571,6.8571,2.2286,6.7143,6.9143,3.3429,3.7714,4.1143,5.9714,3.454545455,5857.045455
129,birdbath,birdbath,,container,"home decor, container",1.0,4.96,146.0,10.0,container|home decor,0.781299736,0.800907579,18.4,6.3889,4.0278,1.6667,5.9167,2.4722,1.7222,3.8611,2.7222,2.6944,5.8611,3.8125,6083.958333
130,birdcage,birdcage,,,"home decor, container",1.0,4.64,81.0,24.0,container|home decor,0.779951769,0.779951769,17.91666667,6.675,3.35,1.275,3.925,1.75,2.225,5.4,5.2,5.15,4.3,4.52173913,5627.347826
131,birdhouse,birdhouse,,,home decor,1.0,4.96,236.0,13.0,home decor,0.852633012,0.852633012,17.5,6.8462,4.3846,1.3846,3.2051,2.8974,1.7692,5.2821,5.5641,5.3077,5.7179,3.711538462,6936.442308
132,birthday_cake,birthday cake,"food, dessert",,"food, dessert",1.0,4.93,,0.0,dessert|food,0.290645186,0.655433245,18.05555556,6.641,5.2564,1.4872,2.5385,2.3077,2.1538,4.8718,5.5385,5.6923,6.5641,4.268292683,5542.04878
133,biscuit,biscuit,food,food,food,1.0,4.9,2207.0,191.0,food,0.930134517,0.930134517,17.83333333,6.641,3.359,1.4615,1.5897,3.5897,1.4615,6.6154,6.7692,6.7692,6.1538,4.285714286,8422.632653
134,bison,bison,animal,animal,animal,1.0,4.68,1383.0,17.0,animal|farm animal|mammal,0.316227692,0.597128663,18.07692308,1.3784,5.2162,6.973,6.8378,6.6486,6.8919,1.7838,1.4865,2.0811,4.8378,4.891304348,5603.282609000001
135,blackberry,blackberry,fruit,fruit,"food, fruit",1.0,4.97,856.0,38.0,food|fruit,0.586016512,0.648108015,17.75,1.3684,4.8947,5.2368,1.2632,6.7895,2.3947,6.3947,6.6579,6.6053,5.9737,3.509803922,4405.960784000001
136,blanket,blanket,,,,0.97,5.0,9385.0,662.0,,0.606325864,0.606325864,17.83333333,6.6757,4.8649,1.1351,2.9189,2.5405,1.9189,6.2703,6.3514,6.2973,5.9459,3.531914894,4468.276596
137,blazer,blazer,clothing,clothing,clothing,1.0,4.79,940.0,62.0,clothing|outerwear,0.321364522,0.397816764,17.8,6.6757,3.7027,1.2703,1.9189,2.3784,2.2162,5.9459,6.2973,6.3514,5.3243,3.843137255,12513.47059
138,blender,blender,kitchen appliance,kitchen utensil,"electronic device, kitchen appliance",1.0,5.0,1947.0,85.0,electronic device|home appliance|kitchen appliance,0.946854575,0.946854575,17.71428571,6.7368,3.1316,1.3684,3.6053,1.6316,4.8158,5.4211,5.7895,6.0,4.3947,4.270833333,4381.645833
139,blimp,blimp,,vehicle,,1.0,4.76,270.0,53.0,,0.785661048,0.815072813,17.66666667,6.5897,3.6667,1.4615,6.2308,1.7179,6.2821,1.8718,1.4615,3.5128,5.2051,4.361702128,6590.680851
140,blind,blind,,,,1.0,4.03,1721.0,2337.0,,0.876561053,0.876561053,18.11538462,6.7297,2.7838,1.3514,2.2703,1.5946,4.1622,5.7027,5.1622,5.8378,5.1351,3.978723404,5074.212766
141,blinder,blinder,,,,0.92,4.04,,6.0,,0.177251197,0.693032733,17.53846154,6.6857,2.6,1.2571,2.5714,1.7143,1.8,5.4857,5.8,5.8571,3.6857,4.170212766000001,6315.12766
142,blindfold,blindfold,,,,1.0,4.57,367.0,88.0,,0.706475748,0.709562168,17.66666667,6.4444,2.3611,1.25,1.4444,1.9722,2.0556,6.5278,6.6944,6.6389,3.75,4.266666667,5686.577778
143,block,block,,,,1.0,4.48,28826.0,2067.0,,0.896464855,0.896464855,18.46666667,6.25,3.0278,1.6667,3.4444,3.6389,1.7222,5.6667,5.8333,5.9167,4.5,3.771428571,5803.314286
144,blouse,blouse,clothing,clothing,clothing,1.0,4.96,3258.0,272.0,clothing|women's clothing,0.598099684,0.655597749,17.75,6.7949,3.7949,1.2821,1.4103,2.2051,2.5641,6.359,6.4872,6.5385,5.4103,3.711111111,7032.822222
145,blower,blower,tool,,"electronic device, tool",1.0,4.07,731.0,17.0,electronic device|home appliance|tool,0.913458892,0.913458892,17.875,6.2632,2.4737,1.1579,5.0,1.4474,3.2895,5.1579,4.5789,4.8947,3.7632,4.163265306,4480.877551
146,blowfish,blowfish,,animal,animal,0.96,4.69,122.0,31.0,animal|sea animal|seafood,0.229477608,0.42626634,17.875,1.4054,5.0541,6.9189,2.5946,6.5135,6.8649,2.1892,2.1622,3.7838,4.4865,4.8163265310000005,6487.693878
147,blowgun,blowgun,weapon,,weapon,0.89,4.83,22.0,3.0,weapon,0.289220412,0.308289578,17.92307692,6.6286,2.7714,1.3714,2.4857,2.4,2.0571,6.2571,6.2571,6.2571,3.3429,4.551020408,5202.673468999999
148,blowtorch,blowtorch,tool,,"weapon, tool",1.0,4.93,114.0,43.0,construction equipment|hardware|scientific equipment|tool|weapon,0.295920868,0.403962418,17.0,6.7297,3.0811,1.3514,3.2973,1.6216,2.1081,5.8378,5.973,6.027,4.1081,5.227272727,5846.886364
149,blueberry,blueberry,fruit,fruit,"food, fruit",1.0,4.96,1697.0,131.0,food|fruit,0.953593338,0.953593338,17.75,2.0526,4.4737,4.5789,1.5263,6.8158,2.5263,6.2368,6.6316,6.6842,6.2632,3.5652173910000005,6440.195652
150,boa,boa,clothing accessory,clothing,"clothing, clothing accessory",0.93,4.92,362.0,66.0,clothing|clothing accessory|women's clothing,0.613945362,0.627980449,17.4,6.3143,4.0286,1.4857,1.5714,2.5714,2.8,6.2286,6.5429,6.7429,5.2571,3.837209302,11820.16279
151,boar,boar,animal,animal,animal,1.0,4.8,822.0,111.0,animal|mammal,0.482699805,0.482699805,18.33333333,1.125,3.8,6.925,6.35,6.825,6.85,2.8,2.1,2.6,3.15,4.64,10243.8
152,board,board,,,,0.97,4.57,58436.0,3272.0,,0.33290994,0.437547184,17.4375,5.5897,3.3077,2.0,5.0769,4.7949,1.7179,5.1538,4.7436,4.7436,4.5385,3.775510204,7046.44898
153,board_game,board game,,,,1.0,4.61,,0.0,game,0.631808018,0.652635488,18.27272727,6.7838,3.9189,1.2973,2.1081,1.7297,2.5946,6.1351,6.2703,6.3243,5.8919,3.97826087,6322.282609000001
154,boat,boat,,vehicle,vehicle,1.0,4.93,32079.0,4885.0,vehicle|watercraft,0.914624797,0.914624797,17.33333333,6.8611,4.6944,1.3056,6.3333,1.8889,6.2222,3.3889,2.0278,4.5,5.2222,3.906976744,4249.674419
155,bobsled,bobsled,sports equipment,vehicle,sports equipment,1.0,4.9,,48.0,sports equipment,0.676180341,0.68235318,18.16666667,6.7692,3.7949,1.3333,6.0769,1.9231,6.359,4.0256,2.7436,4.3846,5.1026,4.8163265310000005,6340.040816
156,bok_choy,bok choy,vegetable,plant,"plant, food, vegetable",0.9,4.93,,0.0,food|plant|vegetable,0.322444809,0.370423825,17.94117647,1.9189,3.8108,5.0811,2.1081,6.6216,2.0811,6.0541,6.4595,6.4324,5.0,3.695652174,4532.978261
157,bolo_tie,bolo tie,clothing accessory,clothing,"clothing, clothing accessory",0.86,4.24,,0.0,clothing|clothing accessory,0.342196535,0.381301856,17.91666667,6.6486,2.8649,1.3243,1.7568,1.9189,2.5946,6.4865,6.7027,6.6486,4.4324,3.708333333,4534.5
158,bologna,bologna,food,,food,1.0,4.93,197.0,99.0,food,0.505575059,0.505575059,17.75,6.1579,2.7105,1.8947,1.8158,3.0789,1.5789,6.0,6.1316,6.0789,4.3421,3.488888889,3816.177778
159,bolt,bolt,,,,1.0,4.67,5148.0,351.0,fastener|hardware,0.465987559,0.553129228,17.4,6.7368,3.1842,1.2895,2.3947,2.2368,2.9474,6.1579,6.3158,6.0263,4.1053,4.450980392,5474.882353
160,bomb,bomb,weapon,,weapon,1.0,4.84,18284.0,2736.0,weapon,0.293876849,0.486998051,18.2,6.8974,3.4103,1.2051,6.7692,1.3846,3.5641,2.0513,1.4872,2.1795,1.641,4.87755102,4809.306122
161,bone,bone,body part,body part,body part,1.0,4.9,26282.0,1329.0,body part,0.8525043,0.899170967,17.93333333,1.4571,3.6857,3.0286,3.4286,6.8286,2.9143,5.6857,5.8857,5.7714,3.5429,4.755102041000001,11599.87755
162,bongo,bongo,musical instrument,musical instrument,musical instrument,0.93,4.77,131.0,137.0,musical instrument,0.442465505,0.59185706,17.83333333,6.5641,4.4872,1.3846,4.2051,2.8718,2.1026,5.359,5.1538,5.6154,5.2821,4.528301887,7644.528302
163,bonnet,bonnet,,clothing,"clothing, clothing accessory",1.0,4.93,692.0,95.0,clothing|clothing accessory|headwear,0.822399237,0.822399237,17.5,6.6316,3.7895,1.2368,1.3421,1.9737,2.0526,6.3421,6.5526,6.5789,4.9474,3.9,4374.48
164,bonsai,bonsai,plant,plant,"home decor, plant",0.97,4.03,210.0,50.0,home decor|plant,0.831121359,0.831121359,18.08333333,2.8378,5.8649,6.7297,3.0,6.2162,3.2432,5.2973,5.0541,5.2162,6.5676,3.3921568630000003,5856.980392
165,book,book,,,,1.0,4.9,154013.0,9026.0,school supply,0.9788574,0.9788574,17.46153846,6.8718,5.6154,1.6923,3.3846,2.4359,2.1795,6.5128,6.5385,6.7179,5.9744,3.266666667,5366.133333
166,bookmark,bookmark,,,,1.0,4.9,335.0,21.0,,0.744160394,0.799523716,18.05882353,6.5641,3.2821,1.1795,1.5385,1.9231,2.1795,6.4872,6.641,6.6667,4.8718,4.391304348,4644.326087
167,bookshelf,bookshelf,furniture,,furniture,1.0,4.93,1245.0,17.0,furniture,0.462822497,0.524713336,18.91666667,6.8333,3.5556,1.6111,6.3056,2.8056,1.9167,3.6944,2.3889,2.4722,5.0833,4.090909091,4633.75
168,boomerang,boomerang,"toy, weapon",weapon,"weapon, toy",0.96,4.7,245.0,47.0,toy|weapon,0.941691033,0.941691033,18.66666667,6.5676,3.8378,1.4595,2.2432,3.0541,5.027,6.3784,6.5676,6.4054,5.2703,4.6,5422.88
169,boot,boot,,,clothing,1.0,4.96,15033.0,568.0,clothing|footwear,0.947405777,0.947405777,18.3125,6.8889,3.5,1.3611,3.4722,2.2222,3.2222,5.9167,6.2778,6.5833,4.6667,4.666666667,4243.0
170,bottle,bottle,container,container,container,1.0,4.91,21569.0,2588.0,container,0.901413255,0.901413255,18.66666667,6.7692,3.6667,1.3077,2.9231,1.8462,1.5128,6.2821,6.3333,6.3846,4.7436,3.791666667,5043.416667
171,bottle_opener,bottle opener,kitchen tool,tool,"kitchen tool, tool",1.0,4.96,,0.0,kitchen tool|tool,0.799359592,0.799359592,18.4,6.4286,2.6857,1.2,1.7429,1.4571,1.8571,6.5143,6.6,6.5429,4.5714,4.510638298,9684.723404
172,boulder,boulder,,,,0.92,4.67,2814.0,106.0,,0.482114489,0.600614309,18.04545455,1.375,3.425,1.6,6.85,6.65,3.25,1.775,1.25,1.3,4.275,4.441860465,5121.395349
173,bouquet,bouquet,,decoration,,1.0,4.74,1774.0,164.0,,0.660778171,0.664979852,17.35714286,5.3514,5.2432,4.3243,2.0541,5.7027,1.7297,6.4054,6.5946,6.5676,6.3514,3.355555556,4825.044444
174,bow1,bow,,,"clothing, clothing accessory",1.0,4.61,6800.0,1034.0,clothing|clothing accessory|fastener,0.934200116,0.934200116,18.36842105,6.8286,3.9714,1.1714,1.2,1.7429,1.4857,6.6,6.7429,6.7143,5.6857,3.936170213,16200.659569999998
175,bow2,bow,weapon,weapon,weapon,1.0,4.61,6800.0,1034.0,weapon,0.953496589,0.953496589,17.66666667,6.6842,3.7632,1.3684,3.7632,2.5,3.9211,5.6316,5.6842,5.6579,4.3158,4.214285714,5913.547619
176,bow3,bow,,decoration,,1.0,4.61,6800.0,1034.0,,0.78318524,0.77828328,17.41666667,6.6842,4.4474,1.2895,1.2895,2.0263,2.0,6.1842,6.6579,6.6316,6.2368,3.955555556,4029.511111
177,bowl,bowl,,container,container,1.0,4.87,20662.0,1094.0,container,0.958184626,0.958184626,17.75,6.7895,3.5263,1.3421,2.3684,1.8684,1.8684,6.1316,6.4474,6.5526,4.7105,3.87755102,6136.387755
178,bowler_hat,bowler hat,,clothing,clothing,0.94,4.8,,0.0,clothing|headwear,0.265099825,0.566288931,18.07692308,6.8857,3.3714,1.2286,1.5143,1.8286,1.4857,6.4,6.5143,6.4,4.7714,3.744186047,5943.2790700000005
179,bowling_ball,bowling ball,sports equipment,,sports equipment,1.0,5.0,,0.0,sports equipment,0.910161535,0.910161535,17.88888889,6.6944,2.75,1.2778,6.0556,1.6667,5.25,5.4722,5.3889,5.6944,4.7778,4.088888889,6397.755556
180,bowtie,bowtie,"clothing, clothing accessory",clothing,"clothing, clothing accessory",0.97,4.89,,6.0,clothing|clothing accessory,0.965685046,0.965685046,17.78571429,6.7778,3.4444,1.3611,1.3056,2.2222,2.1111,6.1389,6.4722,6.2778,4.9444,3.62745098,7721.784314
181,box,box,container,container,container,1.0,4.9,49667.0,4577.0,container,0.958639706,0.958639706,17.58333333,6.7297,2.7027,1.2432,3.3784,2.3243,2.2703,5.1081,5.4054,5.2432,4.2973,4.333333333,3982.395833
182,boxer_shorts,boxer shorts,,clothing,clothing,1.0,4.9,,0.0,clothing,0.123039877,0.507807414,17.61538462,6.6842,3.1053,1.4211,1.3421,2.3158,2.6316,6.5789,6.7105,6.7368,5.0,4.530612245,7181.2244900000005
183,boxing_gloves,boxing gloves,sports equipment,sports equipment,sports equipment,1.0,4.97,,0.0,sports equipment,0.911311203,0.911311203,18.33333333,6.6053,3.6842,1.3947,2.6842,1.9474,2.5,5.7632,6.2632,6.3684,4.1579,4.62,5082.42
184,boy,boy,,,,1.0,4.76,107447.0,27021.0,,0.557353272,0.576584041,17.92307692,3.9231,6.1282,6.9231,4.8462,6.5641,6.7949,4.8205,4.6923,4.5897,5.359,3.367346939,5786.22449
185,bra,bra,clothing,clothing,clothing,1.0,4.54,2473.0,557.0,clothing|women's clothing,0.995238095,0.995238095,17.71428571,6.8571,3.4857,1.3143,1.4286,1.9714,2.4571,6.4,6.5714,6.3714,4.2571,4.333333333,5207.458333
186,brace,brace,medical equipment,,medical equipment,1.0,5.0,,164.0,medical equipment,0.751062092,0.758006536,17.8125,6.6842,3.2632,1.2105,1.7632,1.4474,2.0263,6.2105,6.3684,6.3421,3.9474,4.021276596,6054.0
187,bracelet1,bracelet,,,"clothing, clothing accessory",1.0,4.96,2563.0,398.0,clothing|clothing accessory,0.0,0.595155099,17.61111111,6.8919,4.0541,1.0541,1.1622,1.6486,2.5405,6.7027,6.8108,6.5676,5.4595,3.88,6657.34
188,bracelet2,bracelet,,decoration,clothing accessory,1.0,4.96,2563.0,398.0,clothing accessory|jewelry,0.946845343,0.946845343,17.88235294,6.725,5.35,1.175,2.025,2.125,2.25,6.525,6.675,6.7,5.65,3.866666667,5504.111111
189,bracket,bracket,,,,1.0,4.43,2463.0,32.0,hardware,0.394362458,0.41541509,18.2,6.8235,2.4706,1.1765,2.9412,1.6765,1.2353,5.9706,6.1176,4.8824,4.2059,3.7,5394.25
190,braid,braid,,,,1.0,4.38,1756.0,48.0,,0.82559877,0.82559877,18.16666667,6.1714,3.7714,2.3143,1.8,4.4857,2.6286,5.9429,5.8571,5.6857,5.7143,4.166666667,5510.761904999999
191,brake,brake,part of car,,part of car,1.0,4.44,5522.0,305.0,part of car,0.508865096,0.508865096,17.58333333,6.9459,4.1081,1.2703,3.5405,1.4324,4.8108,5.0541,5.0541,5.1892,4.5676,4.418604651,8723.72093
192,branch,branch,,,,1.0,4.9,19633.0,514.0,,0.694340796,0.698542477,17.14285714,1.2973,4.1081,6.3514,4.0811,6.8378,3.4595,5.5946,5.0541,4.5405,5.1892,3.825,5490.275
193,brass_knuckles,brass knuckles,weapon,weapon,weapon,1.0,4.52,,0.0,weapon,0.821752605,0.821752605,18.28571429,6.6316,2.5263,1.2105,4.5263,1.6316,1.8684,5.9474,6.1316,6.1316,2.4737,5.12,4536.0
194,bread,bread,food,food,food,1.0,4.92,16686.0,1445.0,breakfast food|food,0.951587302,0.951587302,17.63636364,6.4167,4.4722,1.8333,1.7222,4.0,1.8056,6.3611,6.6667,6.7222,6.1944,4.095238095,6363.357143
195,breadbox,breadbox,,container,container,0.96,4.89,28.0,6.0,container,0.779376136,0.779376136,17.5,6.7436,3.3846,1.5385,4.0256,3.3333,2.9487,5.1282,4.7436,5.359,5.1282,3.977272727,15437.318180000002
196,breadstick,breadstick,food,food,food,1.0,4.97,86.0,0.0,food,0.777447448,0.777447448,17.5625,6.3947,3.9474,1.4474,1.8684,3.0789,1.8421,6.4211,6.5526,6.4737,5.8947,4.22,5842.42
197,breakfast,breakfast,,food,food,1.0,4.43,14397.0,3381.0,breakfast food|food,0.720265974,0.743342897,18.15384615,6.2308,4.7436,2.0256,2.6667,4.2564,2.1538,5.8205,5.6667,5.7692,6.2564,4.021276596,4550.446809
198,breathalyzer,breathalyzer,,,,1.0,4.63,97.0,3.0,,0.738195878,0.738195878,18.33333333,6.7838,3.7568,1.4054,2.0541,1.6486,2.1351,6.2703,6.6486,6.5676,3.4595,4.326530612,6227.265306
199,brick,brick,,,,1.0,4.83,9069.0,519.0,,0.971602413,0.971602413,18.21428571,6.65,3.125,1.4,5.5,2.925,1.725,5.35,5.275,5.375,4.0,4.1,5258.0
200,briefcase,briefcase,,container,container,1.0,4.86,2577.0,438.0,container,0.64755762,0.655879707,17.69230769,6.7027,3.9189,1.6757,3.6216,2.4054,2.9459,6.2162,6.2973,6.3784,5.0,3.933333333,5486.288889
201,broccoli,broccoli,vegetable,plant,"plant, food, vegetable",1.0,4.87,2419.0,116.0,food|plant|vegetable,0.983660131,0.983660131,17.71428571,1.6216,3.4054,5.1351,1.7297,6.7568,1.6486,6.5405,6.6757,6.6757,5.0811,3.641509434,4528.452829999999
202,brooch,brooch,,decoration,clothing accessory,1.0,4.19,604.0,67.0,clothing accessory|jewelry,0.541086171,0.642012097,17.41666667,6.7429,5.4571,1.2286,2.0857,2.2571,1.5429,6.5429,6.7143,6.7714,5.6857,4.119047619,8387.761905
203,broom,broom,,,tool,1.0,4.89,1786.0,243.0,tool,0.986082445,0.986082445,18.41666667,6.641,3.0,1.2821,2.0513,2.4872,3.5128,6.5128,6.5897,6.641,4.4615,4.145833333,5703.875
204,brownie,brownie,dessert,,"food, dessert",0.97,4.82,846.0,180.0,dessert|food,0.924364322,0.924364322,18.0,6.6486,3.9459,1.2973,1.6757,2.5946,1.4865,6.2973,6.6757,6.7838,6.4865,3.348837209,9622.55814
205,brush,brush,,,tool,1.0,4.54,8821.0,722.0,tool,0.942248485,0.942248485,17.92307692,6.7273,3.3636,1.1515,1.7879,1.9697,2.3939,6.6667,6.697,6.697,5.1212,3.680851064,4549.744681
206,brussels_sprouts,brussels sprouts,vegetable,vegetable,"food, vegetable",1.0,5.0,,0.0,food|vegetable,0.223471362,0.531968094,17.75,1.7179,3.3846,5.3333,1.6667,6.7692,1.7436,6.3333,6.4872,6.5385,4.4615,3.659574468,4760.468085
207,bubble,bubble,,,,1.0,4.6,6570.0,408.0,,0.950751061,0.950751061,18.16666667,4.7222,4.3333,1.6111,1.1389,4.7222,5.4167,2.5833,2.1667,4.25,6.0556,3.6,6190.42
208,bubble_wrap,bubble wrap,,,,0.97,4.97,,0.0,,0.884280401,0.788884947,18.16666667,6.9459,2.5946,1.1081,1.2162,1.1351,1.9189,6.4324,6.4324,6.5676,5.3243,3.787234043,9931.93617
209,bucket,bucket,container,container,container,1.0,4.96,5233.0,511.0,container,0.798828976,0.798828976,18.5,6.7429,2.5714,1.2286,2.8857,1.5429,1.7143,6.1429,5.9714,5.9429,3.8,4.244444444,5683.555556
210,buckle,buckle,,,clothing accessory,1.0,4.71,1210.0,257.0,clothing accessory|fastener,0.476950342,0.742144577,17.35714286,6.3846,3.3333,1.2564,2.4103,1.641,2.6923,6.3077,6.4615,6.3077,4.5641,4.0,5203.577778
211,buffet,buffet,food,food,food,0.96,4.67,2112.0,226.0,food,0.862407244,0.862407244,18.21428571,6.3429,3.2571,1.5143,5.0571,3.0286,1.6,3.1714,2.8,3.2857,5.7143,4.36,7151.56
212,bug,bug,insect,"animal, insect","animal, insect",1.0,5.0,6541.0,1068.0,animal|insect,0.518860155,0.563914942,17.76470588,1.1081,3.8919,6.8378,1.2973,6.6757,6.8378,4.7297,4.7568,5.3514,3.0,4.72,5710.9
213,buggy,buggy,vehicle,,vehicle,1.0,4.18,876.0,127.0,vehicle,0.478888602,0.474167598,17.91666667,6.8333,4.25,1.3056,6.5556,1.9722,6.2778,3.5278,1.75,4.9444,4.9444,4.0,6718.156862999999
214,bull,bull,animal,animal,animal,1.0,4.85,6346.0,1403.0,animal|farm animal|mammal,0.603020931,0.636354264,18.25,1.0513,4.8205,6.9744,6.9744,6.7949,6.9487,2.3077,1.4359,2.1282,3.7692,4.6363636360000005,5233.0909090000005
215,bulldozer,bulldozer,,"container, vehicle",vehicle,1.0,4.9,1216.0,66.0,construction equipment|vehicle,0.516384628,0.537915728,17.90909091,6.8611,3.5,1.25,6.8333,1.4722,6.3333,2.6111,1.6667,4.1389,3.9167,4.725490196,5973.196078
216,bullet,bullet,,weapon,weapon,1.0,4.83,11706.0,1950.0,weapon,0.906852161,0.906852161,17.92307692,6.9722,2.9444,1.0833,2.3611,1.4167,4.9722,6.2222,6.3889,6.3611,2.2222,5.418604651,6460.302326
217,bulletin_board,bulletin board,,,,1.0,4.93,,0.0,,0.467348928,0.481237817,18.0,6.7632,2.9211,1.4737,3.8684,2.2895,1.7105,4.7368,4.4474,4.4474,4.4474,4.195652174,28584.6087
218,bulletproof_vest,bulletproof vest,,clothing,clothing,1.0,4.9,,0.0,clothing|protective clothing|safety equipment,0.226817452,0.354302832,18.25,6.8611,4.2222,1.4722,4.6111,1.4167,2.0278,5.6667,5.8889,5.6667,4.0278,4.549019608,6989.627451
219,bumper,bumper,part of car,,part of car,1.0,4.96,1350.0,181.0,part of car,0.623832918,0.623832918,17.91666667,6.8462,3.2564,1.1026,5.3333,1.6154,1.8205,3.7692,3.4359,3.6923,4.4359,3.979591837,5697.795918
220,bun,bun,,,food,1.0,4.88,1833.0,147.0,food,0.548179681,0.569013015,18.41666667,6.5833,2.8056,1.25,1.2222,2.9722,1.5,6.6389,6.75,6.7778,5.2778,3.651162791,7380.372093000001
221,bungee,bungee,"tool, sports equipment",,,1.0,4.39,339.0,36.0,,0.608199676,0.65245528,17.75,6.8378,2.6216,1.1622,1.4865,1.5135,3.8649,6.3243,6.4054,6.3514,4.3243,4.422222222,10668.82222
